defense,season,week,opponent,QB PY,P TD,QB RY,RB1 RY,RB2+ RY,WR RY,RB1 Recep,RB1 RecY,RB2 Recep,RB2 RecY,WR1 Recep,WR1 RecY,WR2 Recep,WR2 RecY,WR3 Recep,WR3 RecY,WR4+ Recep,WR4+ RecY,TE1 Recep,TE1 RecY,TE2 Recep,TE2 RecY,QB TD,RB1 TD,RB2 TD,WR1 TD,WR2 TD,WR3 TD,WR4+ TD,TE1 TD,TE2 TD,D/ST TD,QB P+R,RB R+R
MIA,2024,5,NE,160,0,10,89,52,0,4,3,1,4,6,59,1,13,2,34,1,6,2,32,1,9,0,1,0,0,0,0,0,0,0,0,170,148
MIA,2024,7,IND,129,0,56,36,51,12,1,13,0,0,3,63,1,3,2,30,2,15,0,0,1,5,0,0,1,0,0,0,0,0,0,0,185,100
MIA,2024,8,ARI,307,2,19,53,10,0,2,16,0,0,6,111,5,31,1,9,1,3,9,124,2,13,0,1,0,1,1,0,0,0,0,0,326,79
MIA,2024,9,BUF,235,3,7,44,43,0,5,25,2,70,6,50,1,21,5,30,0,0,4,32,2,7,0,0,1,0,0,1,0,0,1,0,242,182
MIA,2024,10,LAR,293,0,0,62,8,0,5,20,1,7,7,80,1,23,1,6,12,123,5,34,0,0,0,0,0,0,0,0,0,0,0,0,293,97
MIA,2024,11,LV,282,2,7,19,10,27,3,50,3,16,4,28,3,28,3,29,0,0,13,126,1,5,0,0,1,0,0,0,0,1,0,0,289,95
MIA,2024,12,NE,222,1,26,13,46,1,0,0,3,14,5,62,1,6,1,7,3,30,5,44,4,59,0,0,0,0,0,0,0,0,1,1,248,73
MIA,2024,13,GB,274,2,0,43,48,23,4,74,2,1,3,24,4,30,2,67,0,0,6,78,0,0,0,1,0,2,0,0,0,0,0,0,274,166
MIA,2024,14,NYJ,339,1,0,43,40,0,4,38,3,27,7,114,9,109,1,18,0,0,3,33,0,0,0,0,1,0,1,0,0,0,0,0,339,148
MIA,2024,15,HOU,131,2,4,23,35,15,5,33,0,0,4,17,2,26,2,17,3,25,2,13,0,0,0,0,0,2,0,0,0,0,0,0,135,91
MIA,2024,16,SF,313,2,26,6,24,25,1,20,1,1,4,51,7,96,4,37,0,0,8,106,1,2,0,0,0,0,1,0,0,0,1,0,339,51
MIA,2024,17,CLE,170,0,10,22,82,0,0,0,3,15,12,94,1,1,1,3,0,0,6,49,1,8,0,0,0,0,0,0,0,0,0,0,180,119
MIA,2024,18,NYJ,274,4,0,57,56,5,3,15,2,8,4,51,6,88,3,71,0,0,2,16,3,25,0,1,0,0,1,1,0,1,0,0,274,136
MIN,2024,1,NYG,186,0,15,37,8,14,4,15,2,14,6,44,5,66,3,26,0,0,1,18,1,3,0,0,0,0,0,0,0,0,0,0,201,74
MIN,2024,2,SF,319,1,12,100,0,-10,1,4,3,19,8,110,4,43,2,37,1,4,7,76,2,26,0,1,0,0,0,0,0,1,0,0,331,123
MIN,2024,3,HOU,294,1,12,21,5,0,1,8,4,28,4,86,10,94,5,62,2,18,2,11,0,0,0,1,0,0,0,0,0,0,0,0,306,62
MIN,2024,4,GB,389,4,6,51,27,2,4,27,0,0,7,139,5,78,4,39,3,40,6,53,3,13,0,0,0,1,2,0,0,1,0,0,395,105
MIN,2024,5,NYJ,244,2,0,23,13,0,3,14,1,15,13,101,4,34,2,25,0,0,6,55,0,0,0,0,0,1,1,0,0,0,0,0,244,65
MIN,2024,7,DET,280,2,-4,116,32,0,4,44,3,39,8,112,1,-4,3,39,2,25,1,25,0,0,0,2,0,1,0,1,0,0,0,0,276,231
MIN,2024,8,LAR,279,4,-4,97,9,5,5,19,1,9,1,18,5,51,2,35,8,112,2,17,1,18,0,1,0,0,1,2,0,0,0,0,275,134
MIN,2024,9,IND,179,0,-1,48,4,17,3,11,1,9,1,14,6,60,3,41,1,22,1,22,0,0,0,0,0,0,0,0,0,0,0,1,178,72
MIN,2024,10,JAX,111,0,8,4,44,0,0,0,1,-1,2,12,1,19,0,0,0,0,6,40,4,41,1,0,0,0,0,0,0,0,0,0,119,47
MIN,2024,11,TEN,295,1,18,15,0,0,2,14,2,8,4,58,2,34,2,117,1,33,2,19,2,12,0,0,0,0,0,1,0,0,0,0,313,37
MIN,2024,12,CHI,340,2,33,30,2,13,3,35,1,10,7,106,9,86,5,39,0,0,7,64,0,0,0,0,1,1,1,0,0,0,0,0,373,77
MIN,2024,13,ARI,260,1,48,68,32,6,3,13,1,3,5,60,5,55,2,1,0,0,12,96,3,32,0,0,0,1,0,0,0,0,0,0,308,116
MIN,2024,14,ATL,344,0,0,92,63,3,2,9,0,0,5,70,6,142,8,98,0,0,1,14,1,11,0,1,1,0,0,0,0,0,0,0,344,164
MIN,2024,15,CHI,196,1,3,79,31,0,1,10,8,46,6,82,2,39,1,5,0,0,1,14,0,0,0,0,0,1,0,0,0,0,0,0,199,166
MIN,2024,16,SEA,314,3,8,31,15,5,8,28,3,29,8,95,3,57,2,19,1,6,3,50,3,30,0,0,0,1,1,0,0,0,1,0,322,103
MIN,2024,17,GB,185,1,6,69,29,0,0,0,0,0,1,6,7,58,4,43,4,21,2,53,1,4,0,1,1,0,0,0,1,0,0,0,191,98
MIN,2024,18,DET,231,1,0,139,39,0,5,31,0,0,6,77,6,34,2,15,1,11,7,63,0,0,0,4,0,0,0,0,0,0,0,0,231,209
NE,2024,1,CIN,164,0,15,44,11,0,2,17,3,12,6,62,3,26,1,6,1,5,3,18,2,18,0,1,0,0,0,0,0,0,0,0,179,84
NE,2024,2,SEA,327,1,8,38,0,0,5,31,0,0,10,129,12,117,2,15,3,21,1,14,0,0,0,1,0,1,0,0,0,0,0,0,335,69
NE,2024,3,NYJ,281,2,18,54,61,0,4,29,3,13,5,33,3,48,3,34,2,16,5,93,2,15,0,1,0,1,1,0,0,0,0,0,299,157
NE,2024,4,SF,288,1,11,123,0,14,2,37,1,12,3,88,2,48,3,58,0,0,4,45,0,0,0,1,0,0,0,0,0,1,0,1,299,172
NE,2024,5,MIA,194,0,7,18,169,0,1,-1,2,18,6,69,4,46,0,0,0,0,5,62,0,0,0,0,1,0,0,0,0,0,0,0,201,204
NE,2024,6,HOU,192,3,7,102,83,0,2,30,1,1,6,77,7,57,0,0,0,0,4,27,0,0,0,2,1,1,1,0,0,0,0,0,199,216
NE,2024,7,JAX,193,1,13,118,38,2,0,0,3,32,5,89,1,24,1,13,0,0,5,35,0,0,0,2,0,1,0,0,0,0,0,1,206,188
NE,2024,8,NYJ,233,2,0,80,32,0,1,9,0,0,5,113,4,54,1,1,0,0,3,42,3,14,0,0,1,0,0,1,0,1,0,0,233,121
NE,2024,9,TEN,240,2,19,128,22,-2,3,26,0,0,5,73,0,0,5,50,1,8,3,38,3,45,0,0,0,0,0,1,0,0,1,0,259,176
NE,2024,10,CHI,120,0,15,59,-4,3,1,6,1,5,3,24,3,23,5,44,1,5,2,13,0,0,0,0,0,0,0,0,0,0,0,0,135,66
NE,2024,11,LAR,295,4,0,86,21,0,0,0,1,7,6,106,2,19,1,21,7,123,1,19,0,0,0,0,0,2,0,0,1,1,0,0,295,114
NE,2024,12,MIA,317,4,-2,32,33,2,3,24,1,-3,5,48,8,144,0,0,1,1,9,87,2,16,0,2,0,0,1,0,0,1,0,0,315,86
NE,2024,13,IND,109,2,48,96,0,0,1,7,0,0,5,42,2,16,0,0,0,0,0,0,4,44,1,1,0,0,1,0,0,0,0,0,157,103
NE,2024,15,ARI,232,0,10,110,37,6,5,28,0,0,2,32,2,9,3,60,1,3,9,87,3,13,0,2,0,0,0,0,0,0,0,0,242,175
NE,2024,16,BUF,154,1,30,100,42,0,3,26,1,17,2,22,1,10,2,25,1,17,4,15,2,22,0,2,0,0,0,0,0,0,0,0,184,185
NE,2024,17,LAC,281,3,20,76,54,-3,1,7,1,10,8,94,5,48,4,41,2,29,2,21,3,31,0,1,0,2,0,0,1,0,0,0,301,147
NE,2024,18,BUF,129,1,12,28,81,9,0,0,3,1,2,31,3,25,7,52,0,0,3,20,0,0,0,1,1,0,0,0,0,0,0,0,141,110
NO,2024,1,CAR,161,0,12,22,21,3,0,0,0,0,4,35,2,19,2,40,4,63,1,4,0,0,1,0,0,0,0,0,0,0,0,0,173,43
NO,2024,2,DAL,299,1,12,30,27,-1,4,29,3,22,4,90,6,82,2,19,3,14,6,43,0,0,0,0,0,1,0,0,0,0,0,0,311,108
NO,2024,3,PHI,311,0,25,147,0,0,4,9,2,12,7,79,1,11,2,8,3,22,10,170,0,0,0,2,0,0,0,0,0,0,0,0,336,168
NO,2024,4,ATL,238,0,0,28,60,0,4,46,2,20,6,64,3,56,6,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,238,154
NO,2024,5,KC,331,0,22,102,12,3,1,15,1,24,3,25,7,130,4,33,0,0,9,70,3,34,0,1,0,1,0,0,0,0,0,0,353,153
NO,2024,6,TB,325,4,29,81,136,31,2,24,3,65,11,125,2,34,3,23,1,39,2,15,0,0,0,1,2,2,0,0,0,1,0,1,354,306
NO,2024,7,DEN,164,0,73,88,64,0,3,23,0,0,5,50,2,12,1,20,2,18,3,41,0,0,0,2,0,0,0,0,0,0,0,1,237,175
NO,2024,8,LAC,279,2,49,57,16,0,4,11,0,0,6,111,2,72,0,0,3,44,5,41,0,0,0,1,0,2,0,0,0,0,0,0,328,84
NO,2024,9,CAR,171,1,9,72,-5,4,2,0,2,-5,4,33,0,0,2,36,2,20,4,87,0,0,0,2,0,1,0,0,0,0,0,0,180,62
NO,2024,10,ATL,306,0,0,116,59,6,3,28,0,0,8,97,5,96,3,30,0,0,4,55,0,0,0,2,0,0,0,0,0,0,0,0,306,203
NO,2024,11,CLE,395,2,8,10,55,-7,4,29,0,0,6,142,6,66,3,47,1,11,9,81,1,19,0,0,0,1,1,0,0,0,0,0,403,94
NO,2024,13,LAR,183,2,3,104,42,7,1,9,0,0,3,17,5,56,2,49,2,39,1,13,0,0,0,1,0,0,1,1,0,0,0,0,186,155
NO,2024,14,NYG,227,0,59,45,8,0,5,38,0,0,5,79,4,38,2,27,0,0,5,45,0,0,0,1,0,0,0,0,0,0,0,0,286,91
NO,2024,15,WAS,226,2,66,65,6,0,3,22,1,0,7,73,3,36,3,30,4,27,2,25,2,13,0,0,0,2,0,0,0,0,0,0,292,93
NO,2024,16,GB,216,1,0,69,75,42,4,38,2,6,3,76,3,13,2,20,0,0,3,63,0,0,0,1,2,0,1,0,0,0,0,0,216,188
NO,2024,17,LV,242,2,-1,32,121,5,1,6,3,32,5,61,2,24,1,28,0,0,7,77,1,14,0,0,0,1,1,0,0,0,0,0,241,191
NO,2024,18,TB,221,2,68,89,16,6,2,-5,0,0,9,89,5,74,1,11,0,0,2,16,2,36,0,1,0,0,1,0,0,1,0,0,289,100
NYG,2024,1,MIN,208,2,3,94,14,0,2,15,3,25,4,59,3,35,2,11,1,21,2,15,2,27,0,1,0,1,0,0,1,0,0,1,211,148
NYG,2024,2,WAS,226,0,44,133,38,0,1,3,3,47,6,22,3,14,2,17,3,56,4,62,1,5,0,0,0,0,0,0,0,0,0,0,270,221
NYG,2024,3,CLE,196,2,27,37,5,0,3,33,0,0,7,86,4,27,2,17,1,4,4,29,0,0,0,0,0,2,0,0,0,0,0,0,223,75
NYG,2024,4,DAL,221,2,-1,46,27,8,1,15,3,19,7,98,3,24,1,16,0,0,7,49,0,0,0,1,0,1,0,0,0,0,0,0,220,107
NYG,2024,5,SEA,284,1,72,11,19,0,3,19,7,57,4,55,4,31,4,75,1,3,3,24,2,20,0,0,0,0,1,0,0,0,0,1,356,106
NYG,2024,6,CIN,208,0,55,13,53,0,1,2,2,11,5,72,7,77,2,36,0,0,2,10,0,0,1,0,1,0,0,0,0,0,0,0,263,79
NYG,2024,7,PHI,114,1,22,176,71,0,2,11,1,11,1,-2,5,89,0,0,0,0,1,5,0,0,2,1,0,0,1,0,0,0,0,0,136,269
NYG,2024,8,PIT,278,1,7,114,46,0,3,17,2,13,4,74,3,54,4,62,0,0,2,19,2,39,0,0,0,0,1,0,0,0,0,1,285,190
NYG,2024,9,WAS,209,2,35,42,72,0,3,41,0,0,2,19,5,60,2,48,1,24,1,5,1,12,0,1,0,2,0,0,0,0,0,0,244,155
NYG,2024,10,CAR,126,1,30,153,5,0,4,16,0,0,3,40,3,41,2,18,0,0,2,8,1,3,0,1,0,0,0,0,0,1,0,0,156,174
NYG,2024,12,TB,294,0,29,88,40,0,6,64,2,17,5,68,5,16,1,11,3,62,1,30,1,26,1,1,2,0,0,0,0,0,0,0,323,209
NYG,2024,13,DAL,195,1,0,112,8,2,3,11,0,0,2,39,2,41,4,53,5,18,5,33,0,0,0,1,0,0,0,0,1,0,0,1,195,131
NYG,2024,14,NO,219,1,11,44,37,0,5,35,2,10,4,51,1,18,1,5,0,0,4,50,3,50,0,0,1,0,0,0,0,1,0,0,230,126
NYG,2024,15,BAL,290,5,64,67,39,0,0,0,5,61,6,53,3,80,1,26,2,29,2,24,2,17,0,0,1,0,2,0,1,1,0,0,354,167
NYG,2024,16,ATL,202,0,3,94,22,8,2,9,1,9,5,59,5,82,3,19,1,17,1,7,0,0,0,2,0,0,0,0,0,0,0,2,205,134
NYG,2024,17,IND,330,2,1,125,0,0,2,11,1,10,9,109,3,22,6,122,2,22,3,34,0,0,0,2,0,1,0,1,0,0,0,0,331,146
NYG,2024,18,PHI,269,2,1,14,32,4,2,9,4,35,7,94,3,24,4,35,0,0,4,55,3,17,0,0,0,0,0,1,0,0,1,0,270,90
NYJ,2024,1,SF,231,0,10,147,0,23,1,5,2,40,5,54,5,64,2,28,0,0,4,40,0,0,0,1,0,1,0,0,0,0,0,0,241,192
NYJ,2024,2,TEN,192,1,38,62,20,10,5,40,2,11,4,77,2,26,1,9,0,0,3,16,2,13,0,0,0,2,0,0,0,0,0,0,230,133
NYJ,2024,3,NE,120,0,12,23,34,9,0,0,3,8,7,69,2,13,0,0,1,2,2,9,1,19,0,0,0,0,0,0,0,0,0,0,132,65
NYJ,2024,4,DEN,60,1,3,77,46,0,2,3,4,-1,3,60,0,0,0,0,2,-2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,63,125
NYJ,2024,5,MIN,203,0,11,29,42,0,1,24,3,20,6,92,3,36,0,0,0,0,2,31,0,0,0,0,1,0,0,0,0,0,0,1,214,115
NYJ,2024,6,BUF,215,2,18,97,34,0,3,55,0,0,2,19,3,26,1,8,3,44,6,51,1,12,1,0,0,0,0,1,0,0,1,0,233,186
NYJ,2024,7,PIT,264,2,3,102,44,0,0,0,2,15,5,111,1,36,2,15,0,0,2,51,4,36,1,1,0,1,0,1,0,0,0,0,267,161
NYJ,2024,8,NE,155,0,57,48,7,0,3,17,0,0,2,12,0,0,3,46,2,20,5,45,3,15,1,2,0,0,0,0,0,0,0,0,212,72
NYJ,2024,9,HOU,191,0,59,106,22,0,0,0,0,0,6,126,0,0,2,44,0,0,3,21,0,0,0,1,0,0,0,0,0,0,0,0,250,128
NYJ,2024,10,ARI,266,1,20,33,94,0,5,80,2,25,5,54,3,24,1,-1,0,0,4,71,2,13,2,1,0,1,0,0,0,0,0,0,286,232
NYJ,2024,11,IND,272,1,32,57,0,2,1,3,1,3,5,84,5,46,3,74,1,33,2,17,2,12,2,0,0,1,0,0,0,0,0,0,304,63
NYJ,2024,13,SEA,206,1,2,49,28,5,2,-3,2,13,4,74,4,66,3,16,0,0,3,26,2,14,0,0,1,0,0,0,0,0,1,1,208,87
NYJ,2024,14,MIA,331,2,3,24,11,6,6,45,3,13,10,115,9,99,1,1,0,0,3,44,1,14,0,1,0,1,0,0,0,1,0,0,334,93
NYJ,2024,15,JAX,294,2,29,65,42,0,4,20,0,0,10,105,3,54,0,0,3,42,11,73,0,0,0,0,0,2,0,0,0,0,0,0,323,127
NYJ,2024,16,LAR,110,1,-4,122,14,0,1,7,0,0,3,24,8,56,0,0,1,12,0,0,1,11,0,1,0,0,0,0,0,0,1,0,106,143
NYJ,2024,17,BUF,251,3,16,53,28,0,0,0,2,13,3,25,3,56,3,27,3,102,2,24,1,4,1,1,0,0,1,1,1,0,0,0,267,94
NYJ,2024,18,MIA,227,1,16,121,-8,6,0,0,2,21,2,20,4,44,4,48,4,38,9,56,0,0,0,1,0,0,0,0,0,1,0,0,243,134
PHI,2024,1,GB,260,2,0,84,46,33,2,20,2,2,4,50,4,138,3,13,0,0,2,37,0,0,0,0,0,0,2,1,0,0,0,0,260,152
PHI,2024,2,ATL,241,2,-1,97,53,3,4,25,1,12,3,42,3,88,6,54,0,0,3,20,0,0,0,0,0,0,1,1,0,0,0,0,240,187
PHI,2024,3,NO,142,1,3,87,-1,0,3,40,1,0,6,86,0,0,2,11,1,3,1,2,0,0,0,0,0,1,0,0,0,0,0,0,145,126
PHI,2024,4,TB,347,2,10,49,52,0,2,35,2,20,6,69,8,94,3,26,3,51,6,52,0,0,1,0,1,0,1,1,0,0,0,0,357,156
PHI,2024,6,CLE,168,0,17,14,74,-5,0,0,4,51,4,42,1,35,1,3,1,6,5,31,0,0,0,0,0,0,0,0,0,0,0,0,185,139
PHI,2024,7,NYG,105,0,33,18,25,0,1,3,4,16,6,23,4,41,1,11,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,138,62
PHI,2024,8,CIN,234,1,15,11,32,0,4,28,2,2,9,54,0,0,1,4,1,41,7,73,2,32,0,0,1,1,0,0,0,0,0,0,249,73
PHI,2024,9,JAX,169,0,8,22,30,0,0,0,2,6,2,22,3,41,1,10,2,40,5,45,1,5,2,0,0,0,0,0,0,0,0,1,177,58
PHI,2024,10,DAL,66,0,19,53,22,3,3,3,0,0,6,21,3,14,1,4,0,0,4,24,0,0,0,0,0,0,0,0,0,0,0,0,85,78
PHI,2024,11,WAS,191,1,18,63,12,0,1,9,9,90,1,10,1,4,1,10,1,4,6,47,2,17,0,1,0,0,0,0,0,1,0,0,209,174
PHI,2024,12,LAR,243,2,15,72,5,0,0,0,0,0,8,60,9,117,2,15,4,41,1,10,0,0,0,1,0,1,0,1,0,0,0,0,258,77
PHI,2024,13,BAL,237,2,79,82,6,-3,3,29,4,15,3,74,0,0,2,14,0,0,6,67,5,38,0,0,0,0,0,0,0,1,1,0,316,132
PHI,2024,14,CAR,191,1,29,92,-3,0,4,15,0,0,2,39,2,25,9,102,1,7,0,0,1,3,0,1,0,0,0,0,0,0,1,0,220,104
PHI,2024,15,PIT,128,1,21,14,21,0,1,7,2,2,5,65,1,0,1,15,1,17,3,22,0,0,0,0,0,0,0,0,0,1,0,0,149,44
PHI,2024,16,WAS,258,5,81,24,8,0,2,17,4,15,5,60,5,70,4,56,3,28,1,12,0,0,0,0,0,1,2,0,2,0,0,0,339,64
PHI,2024,17,DAL,148,1,3,104,2,18,1,4,1,1,3,30,1,16,4,52,3,27,3,18,0,0,0,0,0,1,0,0,0,0,0,0,151,111
PHI,2024,18,NYG,138,1,3,59,38,0,2,7,2,-1,5,64,10,43,0,0,0,0,2,9,1,16,0,0,0,1,0,0,0,0,0,0,141,103
PIT,2024,1,ATL,155,1,0,68,21,0,5,43,0,0,4,52,1,15,2,15,0,0,3,26,1,4,0,0,0,0,0,0,0,1,0,0,155,132
PIT,2024,2,DEN,246,0,25,17,22,0,5,48,2,3,1,26,4,93,4,50,1,10,3,16,0,0,0,0,0,0,0,0,0,0,0,0,271,90
PIT,2024,3,LAC,149,1,0,44,9,8,3,10,0,0,3,44,2,44,1,17,0,0,3,19,2,15,0,0,0,0,1,0,0,0,0,0,149,63
PIT,2024,4,IND,239,2,27,88,8,10,3,20,0,0,6,113,8,82,1,9,0,0,1,15,0,0,0,1,0,0,1,0,0,1,0,0,266,116
PIT,2024,5,DAL,352,2,3,87,23,-4,2,27,1,18,5,62,7,87,4,50,1,10,6,70,3,28,0,1,0,0,1,0,0,0,0,0,355,155
PIT,2024,6,LV,227,1,0,33,24,0,5,32,3,14,0,0,2,37,3,31,2,18,9,71,3,24,0,1,0,0,0,0,1,0,0,0,227,103
PIT,2024,7,NYJ,276,1,0,38,16,0,6,103,1,2,5,61,4,58,3,30,1,15,4,7,0,0,0,1,0,0,0,0,0,1,0,0,276,159
PIT,2024,8,NYG,264,0,1,145,11,0,2,5,3,15,7,71,5,30,4,108,0,0,3,35,0,0,0,1,0,0,0,0,0,0,0,0,265,176
PIT,2024,10,WAS,202,0,5,44,11,0,1,7,0,0,5,113,3,33,1,8,3,10,4,31,0,0,0,2,1,0,0,0,0,0,0,0,207,62
PIT,2024,11,BAL,207,1,46,65,13,0,0,0,5,33,2,39,0,0,2,30,1,8,4,75,2,22,0,1,0,1,0,0,0,0,0,0,253,111
PIT,2024,12,CLE,219,0,7,19,59,0,1,8,1,1,6,85,3,21,2,28,0,0,1,9,4,67,1,0,2,0,0,0,0,0,0,0,226,87
PIT,2024,13,CIN,309,3,9,70,14,0,3,30,0,0,6,86,5,69,3,35,0,0,5,53,6,36,0,1,0,1,1,1,0,0,0,1,318,114
PIT,2024,14,CLE,212,2,28,28,48,0,3,19,2,9,5,64,3,34,1,12,2,18,7,42,1,14,0,0,0,1,0,0,0,1,0,0,240,104
PIT,2024,15,PHI,290,2,45,65,20,1,2,9,3,40,8,110,11,109,0,0,0,0,1,22,0,0,1,0,0,1,1,0,0,0,0,0,335,134
PIT,2024,16,BAL,207,3,22,162,32,3,2,27,0,0,5,100,1,14,0,0,0,0,4,37,3,29,0,0,0,0,1,0,0,1,1,1,229,221
PIT,2024,17,KC,320,3,12,20,27,10,0,0,2,20,8,79,2,7,2,60,6,64,8,84,1,6,0,1,0,1,0,1,0,1,0,0,332,67
PIT,2024,18,CIN,277,1,-1,69,0,0,7,14,0,0,10,96,4,53,2,12,0,0,8,68,6,34,0,0,0,1,0,0,0,0,0,0,276,83
SEA,2024,1,DEN,138,0,35,27,37,0,5,1,2,3,4,38,5,45,8,39,0,0,2,12,0,0,1,0,0,0,0,0,0,0,0,0,173,68
SEA,2024,2,NE,149,1,6,81,98,0,2,9,1,7,1,7,2,12,0,0,0,0,8,109,1,5,0,1,0,0,1,0,0,0,0,0,155,195
SEA,2024,3,MIA,186,0,6,30,29,0,3,28,3,16,3,40,4,26,0,0,1,30,2,18,4,28,0,0,0,0,0,0,0,0,0,0,192,103
SEA,2024,4,DET,292,2,-2,40,78,0,1,40,0,0,6,45,2,80,2,52,1,9,4,53,2,13,1,1,2,1,1,0,0,0,0,0,290,158
SEA,2024,5,NYG,257,2,38,129,4,4,1,1,3,50,6,36,8,122,0,0,0,0,5,48,0,0,0,0,0,1,1,0,0,0,0,0,295,184
SEA,2024,6,SF,255,3,19,73,121,15,1,9,4,22,2,37,3,27,3,102,0,0,5,58,0,0,0,0,1,0,0,1,0,2,0,0,274,225
SEA,2024,7,ATL,246,1,-1,103,53,0,3,40,1,9,6,63,5,46,2,9,1,14,7,65,0,0,0,1,0,1,0,0,0,0,0,0,245,205
SEA,2024,8,BUF,283,2,22,111,29,2,3,22,0,0,1,3,9,107,5,70,0,0,4,31,2,50,0,2,0,0,0,1,0,1,0,0,305,162
SEA,2024,9,LAR,298,2,0,69,-1,0,1,26,0,0,11,104,1,16,6,94,4,49,1,5,1,4,0,0,0,0,0,2,0,0,0,1,298,94
SEA,2024,11,SF,159,1,40,13,79,-1,0,0,6,39,10,91,4,22,0,0,0,0,1,7,0,0,1,0,0,1,0,0,0,0,0,0,199,131
SEA,2024,12,ARI,285,0,9,8,32,0,5,41,0,0,3,47,2,54,1,5,0,0,12,133,1,5,0,0,0,0,0,0,0,0,0,0,294,81
SEA,2024,13,NYJ,185,2,6,60,15,8,0,0,5,44,5,41,5,66,1,-1,0,0,4,32,1,3,0,0,1,0,1,0,0,0,0,1,191,119
SEA,2024,14,ARI,259,2,16,90,15,0,4,32,5,19,4,49,2,57,1,5,1,13,7,70,1,14,0,1,0,0,1,0,0,0,0,0,275,156
SEA,2024,15,GB,229,2,4,94,15,27,4,42,1,9,5,34,3,40,2,14,3,56,2,34,0,0,0,1,0,0,2,0,0,0,0,0,233,160
SEA,2024,16,MIN,246,3,11,67,3,0,3,26,0,0,10,144,5,35,1,5,1,9,2,27,0,0,0,0,0,2,1,0,0,0,0,0,257,96
SEA,2024,17,CHI,122,0,37,53,13,0,4,28,6,54,5,25,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,148
SEA,2024,18,LAR,334,2,5,10,51,18,1,12,5,40,3,72,5,37,4,35,3,86,1,6,5,46,0,0,0,0,0,1,0,0,1,0,339,113
SF,2024,1,NYJ,203,2,6,54,8,0,5,39,1,9,6,60,6,89,0,0,0,0,1,6,0,0,0,1,0,0,2,0,0,0,0,0,209,110
SF,2024,2,MIN,268,2,32,32,82,0,5,36,0,0,4,133,3,54,1,17,2,16,2,12,0,0,0,0,0,1,1,0,0,0,0,0,300,150
SF,2024,3,LAR,221,1,0,89,9,0,2,27,0,0,1,32,3,20,4,93,3,28,3,21,0,0,0,3,0,0,0,0,0,0,0,0,221,125
SF,2024,4,NE,168,1,3,43,27,0,4,19,3,67,3,13,3,30,1,3,1,11,2,12,2,13,0,0,0,0,0,0,0,0,1,0,171,156
SF,2024,5,ARI,195,1,83,86,0,0,2,14,1,0,2,36,5,78,1,7,0,0,6,53,2,7,1,0,0,0,0,0,0,0,1,0,278,100
SF,2024,6,SEA,312,1,0,32,20,0,8,37,1,15,3,48,5,53,4,65,2,18,6,63,1,13,0,1,0,0,0,1,0,0,0,1,312,104
SF,2024,7,KC,154,0,39,78,24,43,2,5,1,22,3,19,1,8,1,17,0,0,4,17,4,66,1,2,0,0,0,1,0,0,0,0,193,129
SF,2024,8,DAL,243,2,-1,34,12,11,1,4,1,10,13,146,3,44,1,16,0,0,6,23,0,0,0,1,0,2,0,0,0,0,0,0,242,60
SF,2024,10,TB,116,1,3,73,31,3,3,14,6,39,1,7,0,0,1,11,2,10,5,35,0,0,0,1,1,0,0,0,0,0,0,0,119,157
SF,2024,11,SEA,221,0,29,54,3,8,2,5,2,2,10,110,7,70,2,19,0,0,2,15,0,0,1,1,0,0,0,0,0,0,0,0,250,64
SF,2024,12,GB,163,2,2,106,52,9,0,0,1,15,3,54,3,26,1,25,2,15,2,26,1,2,0,3,0,0,0,0,1,1,0,0,165,173
SF,2024,13,BUF,152,2,15,107,91,7,1,13,2,13,4,30,3,12,0,0,1,7,2,56,1,14,2,1,1,0,0,0,1,0,0,0,167,224
SF,2024,14,CHI,140,2,27,38,3,0,1,2,3,11,6,49,3,30,4,42,1,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,167,54
SF,2024,15,LAR,160,0,18,108,5,11,2,4,2,15,0,0,7,97,0,0,1,6,2,21,2,17,0,0,0,0,0,0,0,0,0,0,178,132
SF,2024,16,MIA,215,1,-1,120,47,0,6,70,2,15,3,29,3,28,1,6,0,0,6,62,1,5,0,1,0,1,0,0,0,0,0,0,214,252
SF,2024,17,DET,303,3,-3,117,40,-2,4,46,2,35,8,60,5,77,1,21,0,0,6,64,0,0,0,1,0,1,2,0,0,1,0,0,300,238
SF,2024,18,ARI,242,4,24,43,77,7,4,16,1,5,5,63,4,47,4,46,0,0,7,65,0,0,0,1,1,1,2,0,0,1,0,0,266,141
TB,2024,1,WAS,184,0,88,40,10,0,3,49,4,52,2,17,3,18,1,15,1,5,3,28,0,0,2,1,0,0,0,0,0,0,0,0,272,151
TB,2024,2,DET,307,0,5,84,35,15,7,22,5,52,11,119,5,79,3,27,2,12,2,13,0,0,0,0,1,0,0,0,0,0,0,0,312,193
TB,2024,3,DEN,216,0,47,12,77,0,4,29,1,7,7,68,2,36,6,37,3,20,1,13,1,6,1,0,1,0,0,0,0,0,0,0,263,125
TB,2024,4,PHI,158,1,20,84,9,0,2,32,0,0,2,11,4,17,0,0,1,6,7,62,2,30,1,0,0,0,1,0,0,0,0,1,178,125
