defense,season,week,opponent,QB PY,P TD,QB RY,RB1 RY,RB2+ RY,WR RY,RB1 Recep,RB1 RecY,RB2 Recep,RB2 RecY,WR1 Recep,WR1 RecY,WR2 Recep,WR2 RecY,WR3 Recep,WR3 RecY,WR4+ Recep,WR4+ RecY,TE1 Recep,TE1 RecY,TE2 Recep,TE2 RecY,QB TD,RB1 TD,RB2 TD,WR1 TD,WR2 TD,WR3 TD,WR4+ TD,TE1 TD,TE2 TD,D/ST TD,QB P+R,RB R+R
LAR,2025,4,IND,262,1,-1,76,0,7,5,20,1,0,5,41,4,24,3,96,1,11,5,70,0,0,0,0,0,1,0,0,0,1,0,0,261,96
LAR,2025,5,SF,342,2,5,57,11,1,8,82,3,21,10,142,3,39,1,9,0,0,7,41,1,8,0,1,0,0,0,0,0,1,0,0,347,171
LAR,2025,6,BAL,140,0,39,122,16,0,1,8,5,28,6,46,1,8,2,20,0,0,4,24,2,6,0,0,0,0,0,0,0,0,0,0,179,174
LAR,2025,7,JAX,296,1,18,44,22,10,1,11,1,4,3,31,8,101,4,52,3,72,2,16,1,9,0,0,0,0,1,0,0,0,0,0,314,81
LAR,2025,9,NO,176,1,2,14,11,0,1,3,1,1,3,57,5,68,2,16,0,0,3,31,0,0,0,0,0,0,0,0,0,1,0,0,178,29
LAR,2025,10,SF,319,3,3,30,41,0,8,66,3,12,6,71,1,19,3,34,1,18,9,84,2,15,0,0,1,1,0,0,0,1,1,0,322,149
LAR,2025,11,SEA,279,0,11,67,43,13,3,44,2,10,9,105,2,27,3,23,0,0,10,70,0,0,0,1,0,0,0,0,0,0,0,0,290,164
LAR,2025,12,TB,103,1,25,38,48,12,1,4,1,4,3,32,3,12,3,21,2,9,4,21,0,0,0,0,0,0,0,1,0,0,0,0,128,94
LAR,2025,13,CAR,206,3,23,58,83,0,2,21,3,45,1,43,1,1,4,74,0,0,1,2,3,20,0,0,1,1,0,1,0,0,0,1,229,207
LAR,2025,14,ARI,271,2,22,16,13,0,3,18,2,18,11,142,0,0,1,3,2,32,5,58,1,0,0,0,0,2,0,0,0,0,0,0,293,65
LAR,2025,15,DET,338,3,0,38,32,0,4,20,0,0,13,164,7,134,1,20,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,338,90
LAR,2025,16,SEA,270,2,7,100,32,31,3,64,4,22,8,96,0,0,3,39,0,0,4,49,0,0,0,1,1,1,0,0,0,1,0,1,277,218
LAR,2025,17,ATL,126,1,1,195,23,0,5,34,0,0,1,4,2,35,3,37,0,0,2,16,0,0,0,2,0,0,0,0,0,0,0,1,127,252
LAR,2025,18,ARI,243,2,19,18,42,0,3,21,3,43,5,99,0,0,0,0,0,0,7,65,5,43,0,0,0,1,0,0,0,0,1,0,262,124
LV,2025,1,NE,287,1,11,27,18,4,6,24,2,12,6,103,2,-2,6,57,2,15,4,66,1,10,0,0,0,0,1,0,0,0,0,0,298,81
LV,2025,2,LAC,242,2,31,24,28,-2,1,1,2,20,5,61,5,48,3,71,2,34,1,7,0,0,0,0,0,1,0,1,0,0,0,0,273,73
LV,2025,3,WAS,207,1,40,26,117,18,1,5,0,0,2,11,3,74,1,-2,5,81,3,38,0,0,1,1,1,0,0,0,1,0,0,1,247,148
LV,2025,4,CHI,212,1,13,38,18,0,4,22,0,0,4,69,4,38,5,41,2,-4,3,46,0,0,0,1,0,1,0,0,0,0,0,0,225,78
LV,2025,5,IND,221,2,2,66,28,0,3,20,0,0,5,39,6,54,0,0,2,55,4,44,0,0,0,3,1,1,0,0,0,1,0,0,223,114
LV,2025,6,TEN,222,1,0,34,31,0,2,13,4,19,1,18,3,27,1,0,6,83,6,46,3,16,0,0,0,0,0,0,0,0,1,0,222,97
LV,2025,7,KC,286,3,25,57,57,13,1,-3,5,42,2,14,1,39,3,35,10,77,3,54,1,28,0,1,0,1,0,0,2,0,0,0,311,153
LV,2025,9,JAX,220,0,24,84,39,4,5,31,2,-2,3,55,8,90,3,25,1,15,1,6,0,0,2,0,1,0,0,0,0,0,0,0,244,152
LV,2025,10,DEN,150,1,-2,77,9,0,1,7,3,22,5,40,3,24,1,43,0,0,2,12,1,2,0,0,0,1,0,0,0,0,0,0,148,115
LV,2025,11,DAL,268,4,-4,93,25,0,1,0,3,36,9,144,5,66,1,2,1,0,4,16,1,4,0,0,0,1,1,1,0,1,0,0,264,154
LV,2025,12,CLE,209,1,-1,47,20,-6,0,0,2,59,1,39,2,58,1,5,1,8,4,40,0,0,0,2,1,0,0,0,0,0,0,0,208,126
LV,2025,13,LAC,160,2,12,126,54,0,1,11,0,0,4,30,4,39,3,23,3,30,1,27,0,0,0,1,1,0,1,1,0,0,0,0,172,191
LV,2025,14,DEN,212,0,15,75,60,2,6,25,4,25,6,62,3,11,4,32,4,32,2,8,2,17,1,1,0,0,0,0,0,0,0,1,227,185
LV,2025,15,PHI,208,3,48,78,57,0,2,14,0,0,2,41,2,50,2,29,0,0,6,70,1,4,0,1,0,1,0,0,0,2,0,0,256,149
LV,2025,16,HOU,187,1,0,33,50,0,1,9,6,19,4,59,1,17,3,37,1,4,5,35,2,7,0,0,0,0,0,0,0,1,0,1,187,111
LV,2025,17,NYG,207,0,48,62,45,0,1,-5,4,25,11,113,2,36,1,8,1,19,2,11,0,0,2,0,1,0,0,0,0,0,0,1,255,127
LV,2025,18,KC,146,0,4,14,66,0,3,21,2,2,3,64,2,13,2,4,0,0,3,12,3,30,0,0,0,0,0,0,0,0,0,0,150,103
MIA,2025,1,IND,272,1,26,71,41,15,3,27,0,0,6,80,1,36,2,12,2,21,7,76,1,20,2,0,0,1,0,0,0,0,0,0,298,139
MIA,2025,2,NE,230,2,31,54,37,0,5,88,3,31,4,32,1,16,1,8,1,8,1,9,3,38,1,0,0,0,1,0,1,0,0,1,261,210
MIA,2025,3,BUF,213,3,25,108,13,11,3,10,1,8,3,20,4,45,1,5,4,54,5,66,1,5,0,1,0,0,1,0,0,1,1,0,238,139
MIA,2025,4,NYJ,226,1,81,81,35,0,5,30,2,18,6,82,0,0,1,8,0,0,5,65,1,23,1,0,0,1,0,0,0,0,0,0,307,164
MIA,2025,5,CAR,198,2,1,206,22,10,3,28,1,7,6,73,1,7,2,31,3,30,1,7,2,15,0,1,0,0,0,1,0,0,1,0,199,263
MIA,2025,6,LAC,264,2,2,124,14,0,3,14,1,9,4,27,7,100,4,27,1,1,7,68,2,18,0,1,0,0,1,0,0,0,0,0,266,161
MIA,2025,7,CLE,116,0,12,84,8,0,0,0,3,19,2,17,1,23,0,0,2,17,4,36,1,4,0,3,0,0,0,0,0,0,0,1,128,111
MIA,2025,8,ATL,173,0,2,25,18,0,3,23,2,10,1,11,1,25,3,31,2,14,9,59,0,0,0,0,1,0,0,0,0,0,0,0,175,76
MIA,2025,9,BAL,204,4,14,119,13,0,1,2,3,20,5,64,2,13,0,0,0,0,2,22,5,83,0,0,0,0,1,0,0,2,1,0,218,154
MIA,2025,10,BUF,306,2,35,53,0,-1,5,24,3,24,7,58,3,46,2,9,2,45,2,37,4,63,0,0,0,0,1,0,0,0,1,0,341,101
MIA,2025,11,WAS,213,1,49,28,92,3,1,5,3,22,7,74,1,13,2,28,1,25,4,42,1,4,0,0,0,1,0,0,0,0,0,0,262,147
MIA,2025,13,NO,239,2,18,47,15,-1,3,22,0,0,4,47,8,93,3,20,0,0,5,39,3,18,0,0,0,1,1,0,0,0,0,0,257,84
MIA,2025,14,NYJ,169,0,0,43,22,0,0,0,1,17,1,24,4,34,0,0,2,24,5,51,2,19,0,0,0,0,0,0,0,0,0,1,169,82
MIA,2025,15,PIT,224,2,0,33,84,0,3,15,7,46,3,55,0,0,1,7,1,19,2,12,6,70,0,0,0,1,0,0,1,1,1,0,224,178
MIA,2025,16,CIN,313,4,6,66,32,1,4,43,2,16,9,109,3,53,1,21,0,0,3,35,4,36,0,3,1,0,1,0,0,1,0,0,319,157
MIA,2025,17,TB,346,2,16,19,18,0,5,14,2,7,3,20,3,31,7,108,9,133,4,33,0,0,0,0,0,0,1,1,0,0,0,0,362,58
MIA,2025,18,NE,214,1,41,53,144,5,0,0,3,22,3,43,2,29,2,24,1,35,5,56,1,5,0,2,3,0,0,0,0,0,0,0,255,219
MIN,2025,1,CHI,210,1,58,53,8,0,3,12,4,79,6,37,4,42,1,-3,0,0,1,31,2,12,1,0,0,1,0,0,0,0,0,1,268,152
MIN,2025,2,ATL,135,0,-1,143,76,0,3,25,1,4,3,49,0,0,2,20,0,0,4,37,0,0,0,0,1,0,0,0,0,0,0,0,134,248
MIN,2025,3,CIN,140,1,3,3,38,9,4,17,0,0,5,50,1,15,0,0,0,0,5,26,4,32,0,0,0,0,0,0,0,0,1,0,143,58
MIN,2025,4,PIT,200,1,8,99,22,0,6,35,0,0,5,126,2,13,0,0,0,0,2,6,3,20,0,2,0,1,0,0,0,0,0,0,208,156
MIN,2025,5,CLE,190,2,5,110,14,11,1,18,3,26,2,15,2,29,1,22,0,0,6,67,4,13,0,0,0,0,0,0,0,1,1,0,195,168
MIN,2025,7,PHI,326,3,-10,44,11,0,1,-2,2,6,4,121,9,183,0,0,0,0,3,18,0,0,0,0,0,2,1,0,0,0,0,1,316,59
MIN,2025,8,LAC,227,3,62,117,28,0,1,10,0,0,4,44,6,88,2,8,0,0,5,77,0,0,0,1,0,0,1,1,0,1,0,0,289,155
MIN,2025,9,DET,284,2,0,25,40,0,3,3,2,10,9,97,4,66,0,0,0,0,6,97,1,11,0,0,1,0,1,0,0,1,0,0,284,78
MIN,2025,10,BAL,176,1,36,75,35,6,3,9,1,12,4,75,1,10,2,16,0,0,3,14,3,40,0,0,1,0,0,0,0,1,0,0,212,131
MIN,2025,11,CHI,193,0,26,90,21,3,0,0,1,14,2,41,1,18,3,27,0,0,3,40,6,53,0,0,1,0,0,0,0,0,0,0,219,125
MIN,2025,12,GB,146,0,18,107,21,0,2,18,1,5,2,23,2,32,5,49,0,0,1,7,2,12,0,2,0,0,0,0,0,0,0,0,164,151
MIN,2025,13,SEA,128,0,0,56,58,9,3,18,0,0,2,23,1,7,3,24,1,21,4,35,0,0,0,0,1,0,0,0,0,0,0,1,128,132
MIN,2025,14,WAS,108,0,23,32,52,0,0,0,1,2,4,27,3,41,1,19,0,0,1,11,1,8,0,0,0,0,0,0,0,0,0,0,131,86
MIN,2025,15,DAL,294,0,2,91,43,2,0,0,4,30,3,33,6,111,4,40,3,35,2,16,1,29,0,1,1,0,0,0,0,0,0,0,296,164
MIN,2025,16,NYG,33,0,7,71,47,3,2,7,1,-1,3,19,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,124
MIN,2025,17,DET,197,1,2,41,25,0,2,23,2,15,8,68,2,37,1,5,3,49,0,0,0,0,0,0,0,0,0,0,1,0,0,0,199,104
MIN,2025,18,GB,34,0,23,44,61,0,1,4,0,0,1,8,0,0,2,15,0,0,1,4,1,3,0,0,0,0,0,0,0,0,0,0,57,109
NE,2025,1,LV,362,1,10,38,8,0,2,2,0,0,8,97,2,45,2,54,1,23,5,103,4,38,0,1,0,0,0,1,0,0,0,0,372,48
NE,2025,2,MIA,315,2,0,30,8,23,8,92,3,18,6,109,5,68,1,2,3,26,0,0,0,0,0,1,0,0,1,0,0,0,0,1,315,148
NE,2025,3,PIT,139,2,1,47,16,0,5,34,1,10,3,32,3,34,0,0,0,0,3,23,1,6,0,0,1,1,1,0,0,0,0,0,140,107
NE,2025,4,CAR,208,2,3,49,65,12,3,20,1,-2,4,62,2,10,3,36,0,0,5,42,5,40,0,0,0,0,0,0,0,1,1,0,211,132
NE,2025,5,BUF,253,2,53,49,11,5,0,0,0,0,6,45,4,23,2,36,2,26,6,108,2,15,0,0,0,0,1,0,1,0,0,0,306,60
NE,2025,6,NO,227,0,20,31,21,0,5,45,1,11,6,98,4,28,1,21,0,0,2,15,1,9,0,0,0,0,0,0,0,0,1,0,247,108
NE,2025,7,TEN,255,1,0,18,22,-1,6,43,3,18,2,29,4,70,2,18,4,41,0,0,4,36,0,0,0,0,1,0,0,0,0,0,255,101
NE,2025,8,CLE,156,2,13,19,0,34,3,-2,6,28,0,0,0,0,2,31,0,0,6,62,4,37,0,0,0,0,0,0,0,1,1,0,169,45
NE,2025,9,ATL,221,3,19,46,6,0,8,50,0,0,9,118,1,15,0,0,0,0,4,38,0,0,0,0,0,3,0,0,0,0,0,0,240,102
NE,2025,10,TB,273,3,0,38,53,22,5,16,1,-2,6,115,3,20,4,42,0,0,9,82,0,0,0,0,0,1,0,2,0,0,0,0,273,105
NE,2025,11,NYJ,116,1,67,58,11,4,2,6,0,0,1,10,1,2,3,45,0,0,4,30,4,23,1,0,0,0,0,1,0,0,0,0,183,75
NE,2025,12,CIN,197,1,3,107,5,5,2,23,0,0,5,31,4,61,2,29,0,0,1,9,6,44,0,0,0,0,0,1,0,0,0,1,200,135
NE,2025,13,NYG,139,1,20,36,55,0,1,-3,3,34,7,34,2,41,1,4,0,0,3,29,0,0,0,0,1,0,1,0,0,0,0,0,159,122
NE,2025,15,BUF,193,3,48,107,13,0,2,4,4,28,5,65,1,16,0,0,0,0,3,34,4,46,0,3,0,0,0,0,0,0,2,0,241,152
NE,2025,16,BAL,166,0,9,128,13,18,0,0,2,2,7,84,0,0,4,41,0,0,2,21,1,18,0,2,0,1,0,0,0,0,0,0,175,143
NE,2025,17,NYJ,152,0,1,111,47,5,2,18,1,9,3,22,3,41,4,30,3,11,1,2,3,22,0,1,0,0,0,0,0,0,0,0,153,185
NE,2025,18,MIA,137,1,9,23,9,22,2,17,2,5,3,6,3,44,0,0,2,26,3,31,1,8,0,0,0,1,0,0,0,0,0,0,146,54
NO,2025,1,ARI,163,2,38,39,69,0,4,5,1,6,5,71,1,5,1,4,1,-2,6,61,2,13,0,1,0,1,0,0,0,0,0,0,201,119
NO,2025,2,SF,279,3,6,55,20,-4,6,52,2,4,5,89,4,56,3,32,0,0,4,31,2,15,0,1,0,1,0,0,0,0,1,0,285,131
NO,2025,3,SEA,233,2,2,38,47,0,1,12,2,15,5,96,2,31,3,32,1,12,1,23,1,12,0,2,0,1,0,1,0,0,0,1,235,112
NO,2025,4,BUF,209,2,45,117,3,0,3,18,0,0,3,45,5,69,2,25,1,9,1,28,1,15,1,1,0,0,1,0,0,1,0,0,254,138
NO,2025,5,NYG,202,2,55,59,20,2,6,45,1,4,5,30,3,31,1,7,0,0,6,33,4,52,0,0,0,0,0,0,0,2,0,0,257,128
NO,2025,6,NE,261,3,28,18,27,0,0,0,1,9,3,28,5,93,3,71,2,28,3,27,1,5,0,0,0,0,2,1,0,0,0,0,289,54
NO,2025,7,CHI,172,0,-2,124,92,8,1,14,2,13,2,31,3,43,2,9,1,22,1,16,3,24,0,1,1,0,0,0,0,0,0,0,170,243
NO,2025,8,TB,152,0,0,35,53,0,2,26,0,0,3,35,1,8,5,43,0,0,4,40,0,0,0,0,1,0,0,0,0,0,0,1,152,114
NO,2025,9,LAR,281,4,-4,114,58,3,0,0,0,0,7,95,5,60,2,12,0,0,3,13,7,101,0,1,0,1,2,0,0,1,0,0,277,172
NO,2025,10,CAR,124,0,6,53,14,0,3,10,1,1,5,60,0,0,3,21,0,0,5,32,0,0,0,1,0,0,0,0,0,0,0,0,130,78
NO,2025,12,ATL,199,2,5,70,44,0,2,37,1,5,3,74,2,16,3,18,0,0,2,25,3,24,0,0,0,1,1,0,0,0,0,0,204,156
NO,2025,13,MIA,157,0,4,134,26,0,0,0,0,0,3,40,4,30,1,16,0,0,2,47,2,24,0,1,0,0,0,0,0,0,0,1,161,160
NO,2025,14,TB,122,1,42,53,84,0,1,2,2,26,2,15,1,5,5,55,0,0,3,19,0,0,0,0,2,0,0,0,0,0,0,0,164,165
NO,2025,15,CAR,163,1,49,49,29,0,1,5,1,9,2,25,2,39,4,60,1,7,2,5,2,13,0,1,0,0,0,1,0,0,0,0,212,92
NO,2025,16,NYJ,188,0,2,54,8,0,2,9,4,52,3,43,1,4,4,25,1,7,2,14,5,34,0,0,0,0,0,0,0,0,0,0,190,123
NO,2025,17,TEN,251,2,10,85,6,7,2,10,1,-1,4,37,4,55,3,46,2,39,3,55,2,10,0,0,0,1,0,0,0,1,0,0,261,100
NO,2025,18,ATL,180,1,0,33,16,0,3,10,1,3,4,78,3,20,1,11,0,0,6,58,0,0,0,0,0,1,0,0,0,0,0,0,180,62
NYG,2025,1,WAS,233,1,68,82,51,19,0,0,3,31,7,77,2,27,2,27,2,45,3,26,0,0,0,1,0,1,0,0,0,1,0,0,301,164
NYG,2025,2,DAL,361,2,17,97,15,6,6,33,2,4,9,112,5,68,4,47,2,16,9,78,1,3,0,1,1,0,1,1,0,0,0,0,378,149
NYG,2025,3,KC,224,1,2,45,47,11,1,3,1,10,4,42,5,71,4,55,0,0,4,26,3,17,0,0,1,0,1,0,0,0,0,0,226,105
NYG,2025,4,LAC,203,1,24,128,0,0,5,37,0,0,8,98,5,37,1,11,1,1,2,16,1,3,0,1,0,1,0,0,0,0,0,0,227,165
NYG,2025,5,NO,225,1,21,27,41,0,4,28,1,8,7,59,4,114,1,5,2,13,2,17,0,0,0,0,0,0,1,0,0,0,0,1,246,104
NYG,2025,6,PHI,283,1,13,58,2,0,2,9,2,18,6,80,4,49,1,17,0,0,9,110,0,0,1,0,0,0,0,0,0,1,0,0,296,87
NYG,2025,7,DEN,279,2,48,81,0,13,1,-1,3,21,6,87,3,19,6,85,1,6,5,42,2,20,2,0,1,0,1,0,0,0,0,0,327,101
NYG,2025,8,PHI,179,4,20,150,106,0,4,24,0,0,6,84,1,40,1,3,0,0,3,28,0,0,0,2,0,0,1,0,0,2,0,0,199,280
NYG,2025,9,SF,235,2,3,106,53,0,5,67,1,12,4,41,2,34,0,0,2,40,4,32,1,9,0,2,1,1,0,0,0,0,0,0,238,238
NYG,2025,10,CHI,220,1,63,80,28,0,5,18,0,0,6,86,0,0,1,5,3,51,4,55,1,5,1,0,1,1,0,0,0,0,0,0,283,126
NYG,2025,11,GB,180,3,23,40,48,17,0,0,1,9,4,53,1,24,1,9,5,79,1,-1,2,7,0,0,1,0,0,0,2,0,1,0,203,97
NYG,2025,12,DET,279,2,0,219,18,0,11,45,3,19,9,149,0,0,2,37,0,0,3,29,0,0,0,3,0,1,0,0,0,0,0,0,279,301
NYG,2025,13,NE,282,2,12,67,40,0,3,19,3,40,3,26,3,23,3,33,5,68,4,73,0,0,0,0,0,0,0,0,2,0,0,1,294,166
NYG,2025,15,WAS,211,1,43,96,6,0,0,0,1,16,3,43,3,69,0,0,1,28,1,19,1,36,0,1,0,0,1,0,0,0,0,1,254,118
NYG,2025,16,MIN,160,0,17,5,92,0,1,6,3,16,6,85,2,26,0,0,1,6,1,2,2,19,1,0,0,0,0,0,0,0,0,0,177,119
NYG,2025,17,LV,192,1,1,60,2,0,2,13,0,0,5,49,2,9,2,12,2,20,9,89,0,0,0,0,0,0,1,0,0,0,0,0,193,75
NYG,2025,18,DAL,143,0,42,64,30,7,0,0,3,15,1,9,1,4,5,68,0,0,1,5,3,42,0,1,1,0,0,0,0,0,0,0,185,109
NYJ,2025,1,PIT,244,4,-1,37,17,0,2,22,3,4,4,83,4,70,1,22,0,0,5,15,3,28,0,1,0,0,1,1,0,1,0,0,243,80
NYJ,2025,2,BUF,180,0,56,132,30,6,1,3,0,0,3,26,2,47,1,12,1,31,4,37,3,24,0,2,0,0,0,0,1,0,0,0,236,165
NYJ,2025,3,TB,233,1,44,66,12,0,4,33,1,2,4,33,6,85,4,80,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,277,113
NYJ,2025,4,MIA,177,2,6,99,10,8,1,2,0,0,6,67,3,48,2,13,1,1,3,27,1,19,0,1,0,0,0,0,0,2,0,0,183,111
NYJ,2025,5,DAL,237,4,28,135,7,10,1,4,1,10,2,57,0,0,6,114,0,0,7,49,1,3,0,2,0,1,0,0,0,2,0,0,265,156
NYJ,2025,6,DEN,174,1,24,40,7,0,0,0,4,21,1,17,3,19,2,30,2,22,5,42,2,23,0,0,0,0,0,0,0,0,1,0,198,68
NYJ,2025,7,CAR,198,1,8,79,31,7,1,17,2,24,3,33,9,92,1,8,0,0,1,0,2,24,0,0,0,0,1,0,0,0,0,0,206,151
NYJ,2025,8,CIN,223,2,14,73,94,0,3,32,1,6,12,91,1,44,0,0,0,0,3,41,1,9,1,2,1,0,1,0,0,0,0,0,237,205
NYJ,2025,10,CLE,167,2,54,75,-3,32,2,10,1,3,6,78,2,11,0,0,0,0,4,44,2,21,0,0,0,1,0,0,0,0,1,0,221,85
NYJ,2025,11,NE,281,1,2,62,6,-5,5,31,0,0,9,105,4,64,3,36,0,0,4,45,0,0,0,3,0,0,0,0,0,0,0,0,283,99
NYJ,2025,12,BAL,153,0,11,64,10,11,2,24,1,9,5,58,2,13,0,0,1,30,1,9,1,10,0,2,0,0,0,0,0,0,0,0,164,107
NYJ,2025,13,ATL,234,1,0,142,20,5,5,51,2,35,2,25,2,15,1,3,2,23,7,82,0,0,0,1,1,0,1,0,0,0,0,0,234,248
NYJ,2025,14,MIA,127,1,-2,92,124,21,1,13,0,0,5,50,3,10,0,0,0,0,1,13,3,41,0,1,2,1,0,0,0,0,0,0,125,229
NYJ,2025,15,JAX,330,5,49,32,18,9,3,73,2,21,5,71,4,66,3,53,0,0,1,26,2,20,1,3,1,0,1,0,0,0,0,0,379,144
NYJ,2025,16,NO,308,1,8,19,3,12,3,17,0,0,10,148,4,29,2,18,0,0,8,89,6,45,0,0,0,2,0,0,0,0,0,0,316,39
NYJ,2025,17,NE,286,5,21,82,52,0,0,0,5,55,6,101,1,10,3,20,2,40,3,49,2,11,0,0,2,1,0,0,1,1,1,0,307,189
NYJ,2025,18,BUF,259,4,5,15,191,0,0,0,5,65,2,49,1,1,5,41,0,0,3,48,6,55,0,0,3,0,0,1,0,0,1,0,264,271
PHI,2025,1,DAL,188,0,3,54,53,9,2,10,1,-3,7,110,3,30,2,18,1,0,5,23,0,0,0,2,0,0,0,0,0,0,0,0,191,114
PHI,2025,2,KC,187,1,66,22,33,0,1,7,1,3,5,30,2,59,1,5,1,21,4,61,1,1,1,0,0,0,1,0,0,0,0,0,253,65
PHI,2025,3,LAR,196,2,0,94,53,13,2,18,0,0,11,112,3,56,2,7,0,0,0,0,1,3,0,1,0,0,1,0,0,0,0,0,196,165
PHI,2025,4,TB,289,2,13,63,17,11,5,102,4,29,4,101,2,14,3,26,1,8,3,9,0,0,0,1,0,1,0,0,0,0,0,0,302,211
PHI,2025,5,DEN,242,1,22,79,20,9,1,5,4,34,8,99,3,35,2,10,1,15,4,33,1,11,0,1,0,0,0,0,0,1,0,0,264,138
PHI,2025,6,NYG,195,1,58,98,16,0,2,12,0,0,6,84,4,55,3,17,0,0,2,27,0,0,1,3,0,1,0,0,0,0,0,0,253,126
PHI,2025,7,MIN,313,0,28,57,4,0,0,0,1,2,5,79,9,128,2,37,2,15,6,43,1,9,0,1,0,0,0,0,0,0,0,0,341,63
PHI,2025,8,NYG,193,1,17,12,39,0,1,18,3,42,3,48,2,26,1,18,0,0,3,20,1,21,1,1,0,0,0,0,0,0,0,0,210,111
PHI,2025,10,GB,176,0,28,74,2,0,5,33,1,2,1,5,4,38,2,45,4,30,3,23,0,0,0,1,0,0,0,0,0,0,0,0,204,111
PHI,2025,11,DET,255,1,-1,39,27,9,5,107,1,10,2,42,4,88,0,0,0,0,2,8,0,0,0,0,0,0,1,0,0,0,0,0,254,183
PHI,2025,12,DAL,354,2,9,87,24,4,2,14,1,7,9,146,4,75,1,48,0,0,5,60,1,4,1,0,0,1,0,0,0,0,1,0,363,132
PHI,2025,13,CHI,154,1,13,125,130,13,1,13,0,0,2,8,2,17,2,19,4,33,3,28,3,36,0,1,1,0,0,0,0,0,1,0,167,268
PHI,2025,14,LAC,139,1,66,44,56,3,1,60,2,11,1,12,3,22,2,8,1,18,1,7,1,1,0,0,1,0,0,0,0,0,0,0,205,171
PHI,2025,15,LV,64,0,7,35,4,0,4,7,1,2,0,0,2,10,2,17,0,0,6,28,0,0,0,0,0,0,0,0,0,0,0,0,71,48
PHI,2025,16,WAS,138,0,-1,25,66,0,0,0,3,15,3,35,3,53,2,30,0,0,0,0,1,5,0,1,1,0,0,0,0,0,0,0,137,106
PHI,2025,17,BUF,262,0,27,74,19,0,1,3,4,45,6,35,4,101,1,12,2,36,5,30,0,0,2,0,0,0,0,0,0,0,0,0,289,141
PHI,2025,18,WAS,131,1,45,29,68,1,0,0,2,26,2,20,4,57,2,12,0,0,2,13,2,3,1,0,1,0,0,0,0,1,0,0,176,123
PIT,2025,1,NYJ,218,1,48,107,27,0,2,38,0,0,7,95,2,18,2,31,0,0,2,16,1,20,2,0,1,1,0,0,0,0,0,0,266,172
PIT,2025,2,SEA,295,2,0,105,10,0,1,13,0,0,8,103,7,90,2,32,0,0,2,26,2,31,0,1,0,0,0,1,0,1,0,0,295,128
PIT,2025,3,NE,268,2,45,18,56,0,3,38,3,19,3,23,2,7,2,28,5,35,8,90,2,28,0,0,0,0,0,0,0,2,0,0,313,131
PIT,2025,4,MIN,350,2,12,57,1,0,3,15,6,43,10,126,1,2,4,114,2,11,4,39,0,0,0,0,1,0,1,0,0,0,0,0,362,116
PIT,2025,6,CLE,221,0,0,36,29,0,0,0,7,25,5,43,2,9,2,13,2,22,7,81,4,28,0,0,0,0,0,0,0,0,0,0,221,90
PIT,2025,7,CIN,342,3,3,108,31,0,2,-8,0,0,16,161,6,96,3,49,0,0,4,44,0,0,0,0,0,1,1,0,0,1,0,0,345,131
PIT,2025,8,GB,360,3,-1,33,61,1,3,12,3,26,3,44,3,4,1,8,7,114,7,143,2,9,0,1,0,0,0,1,0,2,0,0,359,132
PIT,2025,9,IND,342,1,4,45,6,0,2,12,2,10,9,115,6,57,6,115,1,7,5,26,0,0,1,0,0,0,1,0,0,0,0,0,346,73
PIT,2025,10,LAC,220,1,19,95,1,0,1,13,0,0,4,107,2,19,5,42,3,7,3,13,2,19,0,1,0,1,0,0,0,0,0,0,239,109
PIT,2025,11,CIN,199,1,-1,99,7,0,6,28,0,0,3,30,3,63,3,20,0,0,5,36,3,22,0,0,0,0,1,0,0,0,0,0,198,134
PIT,2025,12,CHI,239,3,21,15,48,15,1,14,0,0,3,53,5,64,1,6,3,46,4,49,2,7,0,0,1,0,2,0,0,1,0,0,260,77
PIT,2025,13,BUF,123,1,38,144,67,0,3,33,3,20,1,5,2,9,1,13,1,5,3,28,1,10,1,0,0,0,1,0,0,0,0,1,161,264
PIT,2025,14,BAL,219,1,43,94,78,2,1,8,2,11,8,124,2,23,0,0,0,0,1,9,5,44,1,0,0,0,0,0,0,0,1,0,262,191
PIT,2025,15,MIA,253,2,1,60,2,0,6,67,2,13,2,26,1,10,0,0,0,0,7,66,4,71,0,0,0,0,0,0,0,2,0,0,254,142
PIT,2025,16,DET,364,3,-1,2,14,0,10,66,0,0,4,54,5,70,4,62,4,52,4,40,3,20,0,1,0,0,0,1,1,0,0,0,363,82
PIT,2025,17,CLE,186,1,20,27,31,0,3,0,1,10,5,54,1,16,1,42,1,4,2,30,3,30,0,0,0,0,0,0,0,1,0,0,206,68
PIT,2025,18,BAL,238,3,9,126,2,0,0,0,1,8,4,138,0,0,2,46,0,0,2,14,2,32,0,0,0,2,0,1,0,0,0,0,247,136
SEA,2025,1,SF,277,2,17,69,33,0,9,73,3,36,4,108,2,16,0,0,0,0,4,25,4,19,0,0,0,0,0,0,0,1,1,0,294,211
SEA,2025,2,PIT,215,1,3,48,21,0,4,86,3,16,3,20,1,22,1,7,0,0,4,27,4,37,0,0,0,1,0,0,0,0,0,0,218,171
SEA,2025,3,NO,218,1,10,42,27,0,1,14,2,9,10,57,4,42,3,24,0,0,6,51,2,21,0,0,0,0,0,0,0,0,1,0,228,92
